id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
16353,tt0785035,0.531905,8500000,8936663,Ong Bak 2,Tony Jaa|Sarunyu Wongkrachang|à¸ªà¸£à¸žà¸‡à¸©à¹Œ à¸Šà¸²à¸•à¸£à¸µ|Primorata Dejudom,http://www.ongbak2themovie.com/,Tony Jaa|Panna Rittikrai,Warrior. Conqueror. Legend.,sequel,Moments from death a young man is rescued by a renowned warrior. Realizing unsurpassed physical potential in the young boy he trains him into the most dangerous man alive. As he becomes a young man he goes on a lone mission of vengeance against the vicious slave traders who enslaved him as a youth and the treacherous warlord who killed his father.,98,Adventure|Action|Thriller,Iyara Films,12/4/08,88,6.2,2008,8608686.38737792,9050932.83725693
258614,tt2966760,0.003504,0,0,Pantani: The Accidental Death of a Cyclist,,,James Erskine,Every man has his own mountain to climb,,"In 1998 Marco Pantani, the most flamboyant and popular cyclist of his era, won both the Tour de France and Giro d'Italia, a titanic feat of physical and mental endurance that no rider has repeated since. He was a hero to millions, the saviour of cycling following the doping scandals which threatened to destroy the sport. However, less than six years later, aged just 34, he died alone, in a cheap hotel room, from acute cocaine poisoning. He had been an addict for five years. This is the story of the tragic battles fought by the most important Italian cyclist of his generation; man verses mountain, athlete verses addiction, Marco Pantani verses himself.",90,Documentary,,2/17/14,11,6.5,2014,0,0
46641,tt1153053,0.021041,0,400654,Today's Special,Aasif Mandvi|Jess Weixler|Naseeruddin Shah|Aarti Mann|Dean Winters,http://www.todaysspecial.com/,David Kaplan,Life Has No Recipe,indian food|queens new york city|business card|muslim american,"In this super-feel-good foodie comedy, young Manhattan chef Samir rediscovers his heritage and his passion for life through the enchanting art of cooking Indian food.",99,Comedy|Romance,Inimitable Pictures|Sweet180,10/14/09,18,6.3,2009,0,407224.899533899
10829,tt0259685,0.705609,0,0,Tremors 3: Back to Perfection,Michael Gross|Shawn Christian|Susan Chuang|Charlotte Stewart|Ariana Richards,,Brent Maddock,The Food Chain Just Grew Another Link.,small town|graboids|shriekers|tourist attraction|toy car,"Burt Gummer returns home to Perfection, Nev., to find that the town of terror has become a theme park, and when the simulated giant worm attacks turn real, the survivalist must battle the creatures once again. Gummer pits his impressive knowledge of weaponry against the newest and deadliest generation of flesh-eating graboids, with help from two young entrepreneurs.",104,Action|Comedy|Horror|Science Fiction|Thriller,Stampede Entertainment|Universal Family and Home Entertainment,10/2/01,67,5.2,2001,0,0
81025,tt1441952,0.449357,0,34564651,Salmon Fishing in the Yemen,Emily Blunt|Ewan McGregor|Kristin Scott Thomas|Rachael Stirling|Amr Waked,http://www.fishingintheyemen.com/,Lasse HallstrÃ¶m,Make the Improbable Possible,bureaucracy|wife husband relationship|desert|salmon|arab,A fisheries expert is approached by a consultant to help realize a sheik's vision of bringing the sport of fly-fishing to the desert and embarks on an upstream journey of faith and fish to prove the impossible possible.,107,Drama,BBC Films|Lionsgate|UK Film Council|CBS Films|Davis Films,9/10/11,202,6.3,2011,0,33506905.0222573
15907,tt0361715,0.062064,12000000,0,Duma,Alex Michaeletos|Campbell Scott|Mary Makhatho|Nthabiseng Kenoshi|Hope Davis,http://dumamovie.warnerbros.com/,Carroll Ballard,Some friendships are wilder than others,adolescence|loss of father|lion|south africa|bullying,An orphaned cheetah becomes the best friend and pet of a young boy living in South Africa.,100,Adventure|Drama|Family,John Wells Productions|Pandora Pictures|Gaylord Films|Warner Bros.,4/22/05,22,7,2005,13398759.4758539,0
16876,tt0288439,0.111667,0,0,Bang Bang You're Dead,Tom Cavanagh|Ben Foster|Randy Harrison|Janel Moloney|Jane McGregor,,Guy Ferland,,bomb|high school,"Trevor is a troubled high school student, thanks to the effects of bullying. This is the story of his fight to break free.",87,Drama|Thriller,Every Guy Productions,6/7/02,14,6.8,2002,0,0
13994,tt0368222,0.425202,0,2945242,Romance & Cigarettes,James Gandolfini|Susan Sarandon|Kate Winslet|Steve Buscemi|Mandy Moore,,John Turturro,,lovers,"Down-and-dirty musical love story set in the world of the working class. Nick is an ironworker who builds and repairs bridges. He's married to Kitty, a dressmaker, a strong and gentle woman with whom he has three daughters. He is carrying on a torrid affair with a redheaded woman named Tula. Nick is basically a good, hardworking man driven forward by will and blinded by his urges.",105,Comedy|Music|Romance,United Artists,9/13/05,17,5.8,2005,0,3288549.09634858
16365,tt0158409,0.222133,0,0,Futuresport,Dean Cain|Vanessa Williams|Wesley Snipes|Valerie Chow|Adrian G. Griffiths,,Ernest R. Dickerson,,,"In the not too distant future, a new deadly sport is the only way to stop a war that will kill millions. Fix (Snipes) is the creator of the sport, but the spotlight has always been on Ramzey (Cain), this hothead must use this game to stop the Revolution.",91,Action|Science Fiction,Amen Ra Films|New Star Media Inc.,1/9/98,11,4.8,1998,0,0
146631,tt2040578,0.194081,2500000,0,Alien Uprising,Bianca Bree|Sean Brosnan|Simon Phillips|Jean-Claude Van Damme|Peter Barrett,,Dominic Burns,Try to remain calm,impostor|alien invasion|military|partying,"A group of friends awake one morning to find all electricity and power shut off and an immense alien aircraft hovering in the air above their heads. Suddenly this regular group of friends is battling to survive as the entire human race is threatened by the alien army hovering ominously above. Aliens announce a hostile takeover of Earth by cutting off all power and communications, prompting a small band of survivors to fight for the human race in this sci-fi action-adventure featuring Jean-Claude Van Damme",101,Action|Adventure|Science Fiction,Hawthorn Productions|Hawthorne Productions,12/14/12,30,3,2012,2374360.70338061,0
31586,tt0110687,0.339602,40000000,0,North,Elijah Wood|Jason Alexander|Julia Louis-Dreyfus|Jon Lovitz|Bruce Willis,,Rob Reiner,A family comedy that appeals to the child in everyone.,child prodigy|travel|young boy|kid|based on a children's book,"Eleven-year-old North has had it with his parents. They are always busy with their careers and don't give North the attention he needs, so he files a lawsuit against them. The judge rules that North should either find new parents or return to his own parents within two months. Thus north starts off on an hilarious journey around the world to find the parents that really care about him.",87,Comedy|Drama|Family|Fantasy|Science Fiction,Columbia Pictures|New Line Cinema|Castle Rock Entertainment,7/22/94,30,5.2,1994,58844462.4639265,0
27361,tt0072709,0.451933,0,0,Black Moon,Cathryn Harrison| Therese Giehse|Alexandra Stewart|Joe Dallesandro,,Louis Malle,An apocalyptic Alice in Wonderland!,sex|allegory|dream|radio|nudity,"There is a war in the world between the men and the women. A young girl tries to escape this reality and comes to a hidden place where a strange unicorn lives with a family: Sister, Brother, many children and an old woman that never leaves her bed but stays in contact with the world through her radio...",100,Fantasy|Science Fiction,Bioskop-Film GmbH|Nouvelles Ã‰ditions de Films (NEF),9/24/75,16,6.4,1975,0,0
101731,tt1839654,0.315868,0,102388,The Magic of Belle Isle,Morgan Freeman|Virginia Madsen|Madeline Carroll|Emma Fuhrmann|Nicolette Pierini,http://www.magpictures.com/themagicofbelleisle/,Rob Reiner,A Re-Coming of Age Story.,,"In an effort to tap into his original talent, a wheelchair-bound author moves to a rural town, where he befriends a single mother and her three kids, who help reignite his passion for writing.",109,Comedy|Drama,Castle Rock Entertainment|Revelations Entertainment|Magnolia Pictures|Voltage Pictures|Firebrand Productions,7/6/12,61,7.1,2012,0,97242.4174790937
9312,tt0113855,0.958991,18000000,122195920,Mortal Kombat,Christopher Lambert|Robin Shou|Linden Ashby|Cary-Hiroyuki Tagawa|Bridgette Wilson,,Paul W.S. Anderson,Nothing In This World Has Prepared You For This.,martial arts|monster|island|gore|sorcerer,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.",101,Action|Fantasy,New Line Cinema|Threshold Entertainment,8/18/95,229,5.4,1995,25757403.6079253,174858312.815653
9895,tt0483726,0.360145,20000000,41237648,Man of the Year,Robin Williams|Christopher Walken|Laura Linney|Lewis Black|Jeff Goldblum,,Barry Levinson,Elections are made to be broken.,u.s. president|president elections|comedian,"The irreverent host of a political satire talk show decides to run for president and expose corruption in Washington. His stunt goes further than he expects when he actually wins the election, but a software engineer suspects that a computer glitch is responsible for his surprising victory.",115,Comedy|Drama|Romance|Thriller,Universal Pictures|Morgan Creek Productions,10/9/06,64,5.4,2006,21633383.1658314,44605492.0020841
187541,tt2536846,0.275427,0,0,Call Me Crazy: A Five Film,Brittany Snow|Jennifer Hudson|Melissa Leo|Mitch Rouse|Sarah Hyland,http://www.mylifetime.com/movies/call-me-crazy-a-five-film/,Laura Dern|Bryce Dallas Howard|Bonnie Hunt|Ashley Judd|Sharon Maguire,Life is anything but normal.,woman director,A psychotherapist helps a law student cope with schizophrenia in one of five interconnected tales dealing with mental illness.,90,Drama,Sony Pictures Television,4/20/13,13,5.5,2013,0,0
192133,tt2402085,0.075197,0,97,Jimi: All Is by My Side,AndrÃ© Benjamin|Hayley Atwell|Imogen Poots|Burn Gorman|Ruth Negga,,John Ridley,,,A drama based on Jimi Hendrix's pre-fame years.,118,Drama|Music,Darko Entertainment|Freeman Film|Subotica Entertainment,9/8/13,40,5.3,2013,0,90.7952352158212
12577,tt0282552,0.167625,0,0,Riders,Stephen Dorff|Natasha Henstridge|Bruce Payne|Steven Berkoff,,GÃ©rard PirÃ¨s,An Extreme Team of Cons is Our For The Most Dangerous Heist of Them All,rollerskates|extreme sports,"An entrepreneurial criminal, Slim (Dorff) is as smart as they come. Cocky and confident, he assembles a team of risk-taking rush-seekers to pull off a series of five bank heists, each time using a different extreme sport to make the getaway. Following an unexpected windfall on only their second job, the gang nets $20 million in untraceable bonds. Having scored enough money to retire on, Slim and his crew decide to call the robbery game quits. But both the mob and the police have other plans in mind for Slim: they want him to keep working, for them.",83,Action|Thriller|Crime|Foreign,Alliance Films,5/8/02,24,5.1,2002,0,0
11507,tt0086984,0.517691,10000000,8801940,Body Double,Craig Wasson|Melanie Griffith|Gregg Henry|Deborah Shelton|Guy Boyd,,Brian De Palma,You can't believe everything you see.,female nudity|pornography|claustrophobia|nudity|witness,"After losing an acting role and his girlfriend, Jake Scully finally catches a break: he gets offered a gig house-sitting in the Hollywood Hills. While peering through the beautiful home's telescope one night, he spies a gorgeous blonde dancing in her window. But when he witnesses the girl's murder, it leads Scully through the netherworld of the adult entertainment industry on a search for answers -- with porn actress Holly Body as his guide.",114,Mystery|Thriller,Columbia Pictures Corporation|Delphi II Productions,10/26/84,58,6.1,1984,20990420.3919415,18475642.0864645
1265,tt0398808,2.089502,60000000,137587063,Bridge to Terabithia,Josh Hutcherson|AnnaSophia Robb|Zooey Deschanel|Kate Butler|Bailee Madison,http://disney.go.com/disneyvideos/liveaction/bridgetoterabithia/,GÃ¡bor CsupÃ³,"Close your eyes, but keep your mind wide open.",imagination|creek|clubhouse|reality vs fantasy|outsider,"Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen. This friendship helps Jess cope with the tragedy that makes him realize what Leslie taught him.",96,Adventure|Drama|Family,Walden Media|Hal Lieberman Company|Lauren Levine Productions Inc.,2/16/07,564,6.9,2007,63100114.9578927,144695991.533647
8291,tt0107840,0.313792,14000000,27515786,Poetic Justice,Janet Jackson|Tupac Shakur|Regina King|Joe Torry|Tyra Ferrell,http://www.janetjackson.com,John Singleton,A Street Romance.,loss of lover|sadness|los angeles|road movie,"In this film, we see the world through the eyes of main character Justice, a young African-American poet. A mail carrier invites a few friends along for a long overnight delivery run.",109,Drama|Romance,Columbia Pictures,7/23/93,24,6.8,1993,21132579.4637819,41534252.4395298
