id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
20140320	86834,tt1959490,2.526779,125000000,362637473,Noah,Russell Crowe|Jennifer Connelly|Emma Watson|Logan Lerman|Anthony Hopkins,http://www.noahmovie.com,Darren Aronofsky,The end of the world is just the beginning.,bible|god|noah,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,139,Drama|Adventure,Paramount Pictures|Regency Enterprises|Protozoa Pictures|Disruption Entertainment,3/20/14,1589,5.5,2014,115136381.346432,334022131.054676
20140318	259910,tt3591568,0.291253,0,0,Marvel Studios: Assembling a Universe,Robert Downey Jr.|Chris Hemsworth|Chris Evans|Mark Ruffalo|Kevin Feige,,,-,superhero|marvel cinematic universe,"A look at the story behind Marvel Studios and the Marvel Cinematic Universe, featuring interviews and behind-the-scenes footage from all of the Marvel films, the Marvel One-Shots and ""Marvel's Agents of S.H.I.E.L.D.""",43,TV Movie|Documentary,Marvel Studios|ABC Studios,3/18/14,32,6.3,2014,0,0
20140315	286709,tt1396523,0.271697,5000000,0,Revenge of the Green Dragons,Justin Chon|Kevin Wu|Harry Shum Jr.|Ray Liotta|Jin Auyeung,,Andrew Lau|Andrew Loo,The American Dream Isn't Free,,"A true immigrant story set against the vibrant backdrop of Flushing, N.Y. in the 1980s and 1990s.",94,Drama|Action|Crime,Artfire Films|The 7th Floor|Initial A Entertainment|IM Global Octane,3/15/14,19,5.2,2014,4605455.25385729,0
20140314	239562,tt2465140,0.408464,0,16337881,The Single Moms Club,Wendi McLendon-Covey|Tyler Perry|Ryan Eggold|Amy Smart|Terry Crews,,Tyler Perry,Nothing Like A Little Group Therapy,,A group of single moms are brought together in the aftermath of an incident at their children's school.,111,Drama|Comedy,Lionsgate|34th Street Films,3/14/14,32,6,2014,0,15048675.977669
20140301	260063,tt2992552,0.083295,0,0,Seal Team Eight: Behind Enemy Lines,Tom Sizemore|Langley Kirkwood|Bonnie Lee Bouman|Leroy Gopal|Lex Shrapnel,,Roel ReinÃ©,The Fight For Freedom Never Ends,,"Seal Team Eight must fight their way deep into Africa's Congo, decommission a secret uranium mine, and stop our most dangerous enemy from smuggling weapon's grade yellow-cake out of the country.",98,Action|War|Drama,20th Century Fox Home Entertainment|Film Afrika Worldwide,3/1/14,37,4.7,2014,0,0
20140218	256284,tt3384904,0.110411,0,0,Apocalypse Pompeii,Adrian Paul|John Rhys-Davies|Georgina Beedle|Ralitsa Paskaleva|Dan Cade,http://www.theasylum.cc/product.php?id=244,Ben Demaree,See Naples and Die!,,"When a former Special Ops commando visits Pompeii, his wife and daughter are trapped as Mt. Vesuvius erupts with massive force. While his family fights to survive the deadly onslaught of heat and lava, he enlists his former teammates in a daring operation beneath the ruins of the city of Pompeii.",88,Adventure|Action,The Asylum|Nimar Studios,2/18/14,24,5.3,2014,0,0
20140215	252444,tt2043865,0.067359,0,0,CÃ¡sese quien pueda,Martha Higareda|Miri Higareda|Luis Gerardo MÃ©ndez|Michel Brown|Juan Pablo Medina,http://www.casesequienpueda.com/,Marco Polo Constandse,The wedding justifies the means,wedding,"â€œCÃ¡sese quien puedaâ€, is a romantic comedy placed in Mexico City and in the Quintana Roo jungles. The story tells about two sisters with completely different goals in life: one of them wants to get married, and the other wants to succeed in her professional career; but life will take them to completely unknown and new paths. Ana Paula (Martha Higareda) is about to get married when she finds out her fiancÃ© is cheating on her with her own cousin. That night, after many shots of tequila, Ana Paula ends up falling asleep in the back of a truck owned by a worker who that same night goes back to his hometown, a small village in Quintana Roo.",95,Comedy|Romance,Sin Sentido Films|Selva Pictures,2/15/14,21,6.7,2014,0,0
20140207	203739,tt1686821,0.472703,0,0,Vampire Academy,Zoey Deutch|Lucy Fry|Danila Kozlovskiy|Gabriel Byrne|Dominic Sherwood,http://va-movie.com,Mark Waters,They suck at school.,authority|vampire|half vampire|danger of life|protection,"Rose Hathaway is a Dhampir, half human/vampire, guardians of the Moroi, peaceful, mortal vampires living discretely within our world. Her legacy is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi. This is her story.",104,Action|Fantasy|Comedy|Horror|Mystery,Kintop Pictures|Angry Films|Preger Entertainment,2/7/14,402,5.8,2014,0,0
20140121	242083,tt3145220,0.07643,1000000,0,Hits,Meredith Hagner|Matt Walsh|James Adomian|Jake Cherry|Derek Waters,,David Cross,Based on a true story... that hasn't happened yet.,talent|delusion|fame|teenager|viral video,"A talentless teen will do anything to get on TV's ""The Voice."" Meanwhile, her father, a municipal worker, creates an uproar when a video of his rants at City Hall goes viral.",96,Drama|Comedy,Honora Productions|Brooks Media,1/21/14,13,4.9,2014,921091.050771459,0
20140119	244580,tt1864405,0.156677,0,0,Low Down,John Hawkes|Elle Fanning|Glenn Close|Peter Dinklage|Lena Headey,http://lowdownfilm.tumblr.com/,Jeff Preiss,,1970s|jazz|heroin|failure|biography,The daughter of jazz pianist Joe Albany witnesses her beloved father's struggle -- and failure -- to kick his heroin habit.,119,Drama|Music,Bona Fide Productions|Epoch Films|Heretic Films,1/19/14,13,4.8,2014,0,0
20140118	244539,tt1969062,0.777096,6700000,1430655,Infinitely Polar Bear,Mark Ruffalo|Zoe Saldana|Imogene Wolodarsky|Ashley Aufderheide|Wallace Wolodarsky,,Maya Forbes,Sometimes family is the best medicine.,semi autobiographical|woman director|bipolar|absent  mother|bipolar disorder,"A manic-depressive mess of a father tries to win back his wife by attempting to take full responsibility of their two young, spirited daughters, who don't make the overwhelming task any easier.",87,Comedy|Drama,Paper Street Films|Bad Robot|Park Pictures|KGB Media,1/18/14,76,7,2014,6171310.04016878,1317763.51724144
20140117	243531,tt2325002,0.413991,0,0,Freezer,Dylan McDermott|Peter Facinelli|David McNally|Andrey Ivchenko|Pascal Petardi,,Mikael Salomon,,,"Robert Saunters, a mechanic is knocked unconscious at his birthday dinner and wakes up to find himself locked up inside the restaurant's freezer.  Knowing nothing of why he's there, he realizes he has been mistaken as someone else.",88,Action|Thriller,Envision Media Arts,1/17/14,35,5.3,2014,0,0
20140117	168530,tt1408253,2.165462,25000000,153997819,Ride Along,Ice Cube|Kevin Hart|John Leguizamo|Bruce McGill|Tika Sumpter,,Tim Story,Propose to this cop's sister? Rookie mistake.,police operation|police officer|brother-in-law brother-in-law relationship|duringcreditsstinger|black men,"For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.",99,Action|Comedy,Universal Pictures|Rainforest Films|Cube Vision|Relativity Media,1/17/14,634,6.1,2014,23027276.2692864,141846012.919223
20140108	79316,tt2752758,0.283225,7000000,36433975,Devil's Due,Allison Miller|Zach Gilford|Sam Anderson|Robert Belushi|Catherine Kresge,,Matt Bettinelli-Olpin|Tyler Gillett,The Devil Always Gets His Due,found footage,An unexpected pregnancy takes a terrifying turn for newlyweds Zach and Samantha McCall.,89,Horror,Twentieth Century Fox Film Corporation|Davis Entertainment|TSG Entertainment,1/8/14,164,4.5,2014,6447637.35540021,33559008.3165311
20131219	229296,tt3165608,0.105401,0,0,Justin Bieber's Believe,Justin Bieber|Scooter Braun|Ryan Good|Usher Raymond|Pattie Mallette,,Jon M. Chu,,,A backstage and on-stage look at Justin Bieber during his rise to super stardom.,92,Documentary|Music,Open Road Films,12/19/13,52,7.5,2013,0,0
20131218	245597,tt3694790,0.039995,0,0,ìºì¹˜ë¯¸,Kim Ah-joong|Joo Won|Ju Jin-mo|Baek Do-bin|Bae Seong-Woo,,HyeonJong Lee,,,"""Catch Me"" is about Lee Ho-tae (Joo Won) who meets the first love of his dreams, Yoon Jin-sook (Kim Ah-joong) for the first time in ten years but is shocked to find out she's a hit-and-runner.",115,Comedy|Romance,Lotte Entertainment,12/18/13,13,6.6,2013,0,0
20131212	152603,tt1714915,1.279078,7000000,0,Only Lovers Left Alive,Tom Hiddleston|Tilda Swinton|Mia Wasikowska|John Hurt|Anton Yelchin,,Jim Jarmusch,,vampire|night|musician|love|blood,"After being around for centuries and now living in the modern age, vampire Adam is a rockstar that cannot grow accustomed to the new modern world with all of its new technology. While he lives in Detroit, his wife Eve lives in Tangier, flourishing in the new world. But when she senses Adam's depression with society, she gets on a plane and goes to see him. Shortly after Eve gets there, her little sister, Ava, shows up after 87 years and disrupts the couple's idyll reunion.",123,Drama|Romance,Pandora Film|Neue Road Movies|ARD/Degeto Film GmbH|Recorded Picture Company (RPC)|Snow Wolf Produktion,12/12/13,347,7.2,2013,6552233.46918297,0
20131210	174341,tt2231138,0.466719,0,6420,Some Velvet Morning,Stanley Tucci|Alice Eve,http://tribecafilm.com/tribecafilm/filmguide/some-velvet-morning,Neil LaBute,Unsettling and unforgettable,prostitute|infidelity,"Fred (Stanley Tucci) arrives at the doorstep of his beautiful young mistress Velvet (Alice Eve) after four years apart, claiming to have finally left his wife. But when she rejects his attempts to rekindle their romance, his persistence evolves into obsession â€” and a dark history between the former lovers comes into focus.",82,Drama,Untouchable Films|Velvet Morning,12/10/13,17,5.6,2013,0,6009.33412459352
20131206	255692,tt3104304,0.331255,0,0,Ice Soldiers,Dominic Purcell|Adam Beach|Michael Ironside|Gabriel Hogan,,Sturla Gunnarsson,The Cold War Begins Again.,,A scientist discovers the bodies of three frozen genetically modified Russians buried in the Canadian North. Upon thawing them out he realizes he has unleashed a deadly threat to Western society and must stop them at all costs.,95,Action|Science Fiction,Bunk 11 Pictures|TAJJ Media|Hideaway Pictures,12/6/13,25,3.5,2013,0,0
20131122	220494,tt1776086,0.151377999999999,0,0,Bettie Page Reveals All,Bettie Page|Dita Von Teese|Hugh M. Hefner|Rebecca Romijn|Tricia Helfer,http://www.musicboxfilms.com/bettiepage,Mark Mori,,biography|pin-up,"The world's greatest pinup model and cult icon, Bettie Page, recounts the true story of how her free expression overcame government witch-hunts to help launch America's sexual revolution.",101,Documentary,Single Spark Pictures|Music Box Films,11/22/13,10,7,2013,0,0
20131118	238466,tt3345310,0.210564,0,0,David Blaine: Real or Magic,David Blaine|Woody Allen|Will Arnett|George W. Bush|Bryan Cranston,,Matthew Akers,,magician performance,"David Blaine's signature brand of street magic mystifies the most recognisable celebrities in the world, such as Jamie Foxx, Bryan Cranston, Aaron Paul, Ricky Gervais, Katy Perry, Woody Allen, and Robert DeNiro, to name a few. He goes to the homes of Kanye West and Harrison Ford, Will Smith and Olivia Wilde. He pays a visit to Stephen Hawking at his office in Cambridge University. Blaine also travels the world, astonishing people from all walks of life with never-before seen, inconceivable magic.",63,Documentary,Radical Media,11/18/13,15,6.4,2013,0,0
20131115	146304,tt2083355,0.332741,17000000,71625195,The Best Man Holiday,Terrence Howard|Harold Perrineau|Morris Chestnut|Sanaa Lathan|Taye Diggs,,Malcolm D. Lee,Times change. Friendship doesn't.,best man,"When college friends reunite after 15 years over the Christmas holidays, they discover just how easy it is for long-forgotten rivalries and romances to be reignited.",123,Comedy,Universal,11/15/13,78,7,2013,15912566.9965872,67043571.4165367
20131108	248688,tt2308260,0.447049,2000000,0,A Night in Old Mexico,Robert Duvall|Jeremy Irvine|Angie Cepeda|Luis Tosar|JoaquÃ­n Cosio,,Emilio AragÃ³n,This cowboy ain't done yet,texan|retired,"Forced to give up his land and home, Texas rancher Red Bovie isn't about to retire quietly in a dismal trailer park. Instead he hops in his Cadillac and hits the road with his estranged grandson for one last wild adventure filled with guns, women and booze. Itâ€™s just another night in Old Mexico.",103,Drama,VT Films|Flywheel & Shyster|Globomedia Cine,11/8/13,14,5.7,2013,1872066.70548084,0
20131108	203833,tt0816442,1.470189,0,76586316,The Book Thief,Roger Allam|Sophie NÃ©lisse|Heike Makatsch|Gotthard Lange|Rainer Reiners,http://www.thebookthief.com/,Brian Percival,Courage beyond words.,world war ii|book|nazi germany|jewish,"While subjected to the horrors of WWII Germany, young Liesel finds solace by stealing books and sharing them with others. Under the stairs in her home, a Jewish refuge is being sheltered by her adoptive parents.",131,Drama,Studio Babelsberg|Fox 2000 Pictures|Sunswept Entertainment,11/8/13,872,7.3,2013,0,71687346.1395176
20131101	230158,tt2836450,0.112041,0,0,Aziz Ansari: Buried Alive,Aziz Ansari,,Will Lovelace|Dylan Southern,30 comes at you fast.,stand-up|stand up comedy,"Standup comedian Aziz Ansari (""Parks and Recreation"") headlines his third standup special, where he shares his uniquely hilarious perspective on fears of adulthood, babies, marriage, and more. Ansari's look at life on the cusp of 30 years old is smart, unfiltered, and hysterical.",79,Comedy,,11/1/13,40,7.5,2013,0,0
